time,cluster_id,true_label,feature_1_activity_score,feature_2_reliability,feature_3_complexity,feature_4_temporal_behavior,feature_5_interaction_depth,feature_6_variability
76,0,0,-0.671997673981702,-1.073428598898338,0.7647896584489206,0.5655942883546898,-0.6949766879077005,-1.1971516464587248
77,0,1,2.335906583379016,1.5891504218324455,1.1576724206872626,-1.20689985604024,2.0764809850802215,0.6002140918509381
78,0,1,1.0489847053119774,3.3646838453934365,2.734251219359022,0.10339825663755788,-2.0084640419935695,0.2592831684166763
79,2,1,0.4561497767849698,0.7979043539629124,0.10742847211805229,0.6258011706715749,-1.5412434928519976,-3.2023703234093555
80,2,1,-0.7228847040247324,2.1896168879693003,0.4530452422311784,0.46683818395130916,-0.19006222000486517,0.24154444380511308
81,0,0,1.0640493083904605,-0.1279524228015836,0.2588981141404342,-3.6586051599307483,1.1790416424187424,-0.6515348491673505
82,0,0,-1.2581688085166924,-0.3726426293785913,-1.3909461479847565,-0.9790868113549839,0.8357148859265278,0.5863054517135954
83,0,1,1.9017156283869956,1.3016794633346778,0.7329394356347687,-0.0985768451723949,-0.5935774958999568,1.8706199119914306
84,0,0,-0.5700521001458148,-0.6777833944811207,0.01544948757002676,-0.5596122141630027,-0.3303066524893781,1.5889842991138048
85,0,1,1.4327935270894363,1.8720573247588181,0.9077756135352393,-0.8113839774136422,1.5272150900164503,-0.5324538989144487
86,2,1,0.17687275969369692,2.4758158893437088,-0.16925066128550337,1.010518567178043,-1.5947369297764529,1.7827904821346254
87,1,1,2.0005824625425417,-0.27706705796634834,-0.3210399582458131,1.3431749287764898,1.57291806389678,-0.8697681888518587
88,1,0,-0.6240359020567424,-1.0951332931562099,0.35785639662833435,1.373137154392372,-1.5142110982074233,-1.3482370187447579
89,0,1,-0.9908588199114525,3.4230959953097213,-2.151925981666496,0.5191727652999192,2.058941180070549,2.2452038013291675
90,1,1,0.6444674761549692,-0.4261983174947984,-1.170269225540855,-0.6453385538574293,0.834432683674287,-0.09771545309140994
91,0,0,1.4984015496336054,-2.591716665722367,-0.8784991277888082,-0.46609209895252257,-1.6166897108492595,0.11260887774969486
92,0,1,2.67014776617198,0.3300226154374322,-0.8785786540374215,0.4870264203197503,0.9991784023547192,-1.2287204613623028
93,0,0,-1.9549346364679616,-0.3983431613200172,-1.6003666844008493,3.1597728260475844,-1.5488160891033875,1.5748507785314296
94,1,0,1.1877014011663651,-1.3268246419629381,1.5566991607456835,1.6211952387043633,-1.0990259873155122,-0.5481107479904264
95,0,1,1.0628640880327243,-1.6261861060503549,-0.11730328594949413,0.3346917611608329,-0.34310151503748515,-1.017442065331346
96,0,0,-1.8619635049629193,-0.6031427990746171,1.7660926938496764,2.1672063809840547,0.18712305627470932,3.9441554211564513
97,0,1,0.4406274944025277,-0.880509674785629,-0.23958179280212177,0.3873602049283186,1.3241851936489335,-0.7691245373610055
98,2,0,-1.3271400812949228,-1.168551118608932,-0.48548776386899345,1.1630213483631489,0.6085428133359025,1.8436909024012775
99,1,1,-0.37432928686784617,1.30985073521052,-1.8426368967886595,1.396288453366613,-1.0166765837285832,-2.2576542915431794
100,0,1,-0.5303294650815207,1.9914467398055318,-0.4535550955269438,-0.055627667946139214,-1.4265681276330875,-0.14358239935106992
101,2,0,-1.154686509802884,0.4940449777617266,0.7437589074071776,0.35950854240549823,0.07043553018925246,-0.7500440970794109
102,2,1,-1.2292412978560832,-2.0075170579265973,-3.913939073114939,0.7359918349362802,-0.44751374192651816,-0.8597734557557075
103,2,1,0.3191649102808578,-0.33385170691914384,-0.14946171490426546,0.9617585280800091,0.6200597624703689,-1.40624844052462
104,0,1,0.23920376931071052,-0.5453694784191592,0.8049633838771423,1.7991290192837766,-0.5388635336064116,-1.3562327344047707
105,0,0,-0.41913051662823786,-0.642568278754547,-0.2069560625047746,0.014842983651486508,-0.04433457467205312,-0.41277234089371895
106,0,1,1.4712266115566552,-0.6426403068795312,-1.0877185724977254,-1.6370524280921557,-2.575661947061162,-2.7089641797203488
107,1,0,2.1913670287012925,-1.4075022206257468,1.2315977265251146,-0.42193211608369946,3.4443879982166306,1.7068120960651019
108,0,1,0.9613079915858702,0.7780209278987122,-1.2831537366248076,0.8345015711974603,-0.6800650963617845,-2.0816396018834147
109,1,1,2.4111057245318026,-0.1641876365539977,-0.936107834366099,3.8079271502131014,-1.00828416148914,0.7376878560027027
110,2,1,2.0491897063472644,1.5750169859929246,0.11176976370406766,-0.7724341467327182,-2.7061564535695894,-1.7172344247425189
111,1,1,-0.3995056435103585,0.024586475301899724,0.04215274262172941,2.530132003922221,1.3841473717771042,0.2007432080317968
112,1,0,-0.171499672955284,1.1196465052324354,0.35880169985020294,-1.5618825980199087,0.4332982614746564,0.6863472046687346
113,0,1,1.617951170298124,3.3205061610664566,0.41766634593367047,-3.0680684158656026,0.5301465869745147,-0.527027356121913
114,1,1,0.5576599395215172,0.15381173283423477,-0.8291894636884095,0.2645242751222172,-0.9998976733181705,-1.986678728638195
115,2,1,0.09603725095797389,0.9500662209490552,-0.36525163220713963,3.6673058682524515,-2.02154641589778,-1.5635234688631434
116,0,1,1.8537826195064975,3.2903669079053293,2.8244980175425307,0.2619858860376132,0.3890049317806339,1.5573541437294014
117,0,1,0.4780048010842237,0.4814352055308048,-1.8129070599999202,0.11771324741778844,1.2240695751085335,0.5012134538688291
118,0,0,-0.3633015423608905,-1.5618469212336141,0.6334979057564993,-1.1113054439329955,-3.283547345193731,0.5309998305377124
119,2,0,-0.4955159711394939,0.30408729340516816,2.2934732290363042,-1.022433768968443,-1.8151268371818996,-2.370017475322869
120,1,0,0.7758935335983494,-0.8104710596915119,-0.5472987877157756,-0.8677689519854496,-1.3020819403245951,0.7885525005810174
121,1,1,0.050486948946961464,-0.19381527423840628,-4.100226946369447,0.31658349463941393,1.588772192454805,-1.6266783924095503
122,0,0,-1.7911530484917972,1.833293689892645,0.7592879322794891,-0.13457888789848627,0.28356249452975646,2.5428624539070483
123,0,0,-0.7224463707395717,-2.4438405419133655,0.6452194729817289,0.6036173932750342,-3.3649070699335457,-0.9981049476711563
124,1,0,-1.3860042413190912,0.7210716217086657,0.6354406027462036,-0.49139935835648213,0.6011410511891832,-0.8844131092969638
125,0,1,0.12906336600610652,3.180237133306938,0.029348107577568616,-2.37136618754898,0.42477536122619997,1.1567419403737094
126,1,1,-1.0075147340331476,-0.005671356491374069,-0.9487088609084641,1.495042895887582,2.245001752185021,1.2427253746000482
127,0,1,-0.3087103528353186,1.1161832984960882,-1.0408326446079916,0.9104415927174248,0.9191770042514729,-0.6065888162394015
128,2,1,-2.0562356657478444,0.3869971691366772,0.3245098749702879,0.06064022376080336,3.739643639125841,0.6016807553425133
129,0,1,0.24046684226532844,-0.6619130271223601,-1.2161708824525892,-0.0187712407142665,1.0395691029156806,-0.4180846835880265
130,0,0,-0.7737727829691288,-0.7089811964146135,0.8045016709409566,1.4031770270360961,-1.1169643945179146,0.39216143409048465
131,0,1,0.4751639677389905,-1.2506140272413038,0.419600886044902,1.8324238446801886,-0.49226356524429815,-1.2059193818306293
132,0,1,1.3229780694738977,-0.6148568204340639,-0.319233739488856,0.8294876784273104,-3.051994827557869,-1.6230962454295077
133,2,0,-1.4066034738673012,0.3771834942091047,0.018723454916611426,-0.37079178475927455,1.1297478878313405,0.8549734890163616
134,0,0,-0.09526165688817656,-0.42750476145635796,-1.3773895500166637,-0.70656406321897,-1.3960152330413185,0.19611310003585358
135,0,0,-0.05216114608643485,1.9682902429182279,0.949739419257335,0.372861074514962,0.274989890656423,2.24400912867327
136,0,0,0.4669545138740048,-1.8918135351492884,2.7955555300924284,1.5403340649292607,-0.21139231994318897,1.0767619792204206
137,0,0,-0.19887592066567916,0.9911376406379694,1.4971115782287898,0.034718375625407444,-0.6802968610579422,-0.8770429856025804
138,0,0,-0.44209828595213974,-2.0604177799880032,1.6263078371372899,-1.8654098777205634,-0.37443038678683793,2.287572845301927
139,0,1,1.0056133383910808,0.6944291166216479,2.2729466171824972,-0.8176892574255792,-1.0865418269374134,-2.4359840297602258
140,0,1,0.9883858155520443,-0.8478921154092955,0.004236868543220029,1.9029353806239133,0.01904111561024613,-2.937092676530948
141,0,1,-0.0282073816125816,-0.507850698628203,-1.3139038064868156,1.6071491420315729,-0.3317846700835888,-0.6295582797774779
142,1,0,-1.634966034942086,0.058366656152622154,3.287823397461714,0.10956766952823194,-2.0679792690681977,0.050286879536673545
143,1,1,2.055889481457802,-0.30096506114373606,0.865711512966045,1.503810387057969,-0.8801732890844114,1.201811626147793
144,2,1,-2.891352288756165,0.9168824098277757,-2.1107937671134254,-0.14814277328814796,0.5379177106755901,0.31224455833340986
145,0,1,2.359102471296545,3.151822339986884,-1.9039052503117775,-0.8532305234437239,-1.712141250035304,-0.5013348868592762
146,1,0,-1.240313029823494,-1.5401707270702438,-1.956300124082553,-0.8617894339328089,-0.203747335564328,0.6582996730936711
147,2,1,-0.1261045543768109,0.5251928679199596,1.7780206784354484,2.8758177448971,-0.8765489434806673,-0.5817485112752472
148,0,0,-0.016606075542770382,-2.860169176353333,-1.448579253316341,-2.071608767909538,-0.1624009758448565,3.0353891780360414
149,0,1,3.9817072772389284,0.3210115784669141,-0.9531256072202285,1.0062041645577846,0.7175451656088713,0.0007944930870578265
150,0,1,-0.37644735445183586,0.7057913473153004,-0.38723742240943176,2.0131968505839635,-1.7029992417144817,-2.091181031969029
151,0,1,-0.6555286911156141,1.685863367210578,-1.567338093588189,3.841420651697126,1.6619990396894129,0.32093560510613406
152,0,1,3.3013538637674245,-0.4678863843357535,0.9035248232682034,2.2051477279475242,1.8858955024811546,-0.6229289257349102
153,0,0,-1.3270868302543843,1.3339665066577673,1.8270121650196702,1.3366206939877534,2.0231514058240125,1.28950442748908
154,1,0,-0.975755003068812,-0.3872984185293256,-0.7035869992975144,-0.17124905390595999,-1.6072862232769427,-0.9677156329615899
155,0,0,-0.8394671129552926,-1.8444027205801796,1.5658616706638062,0.7257181679478841,-1.8966745859214718,-2.952946342862796
156,0,0,0.08760583610162917,1.1207954583375248,0.739319085964748,-0.2080299538652408,-1.5643251655310215,0.5418286765248548
157,1,0,1.2365041479243173,-1.5304541989536138,0.44837435695573896,-1.4302526959630464,0.30005479946123226,2.3118231951277193
158,1,0,-0.925043500053802,-0.8358707594501756,1.7528604954345557,-1.5673473011569177,0.26637115651420373,0.39894670232295504
159,2,0,-1.820582353008028,-0.2844611826582742,1.9489431582127639,0.911354598682944,1.3228587540207968,0.771298935054949
160,2,1,-0.6083011978968307,0.9215110816816652,-2.90113850600165,-0.2661708106708214,-2.017974163767911,-0.0897830421851514
161,0,1,0.17417215651068374,-1.396624715775863,0.6862415770620534,1.36938441785596,1.0619938094690338,-0.8749242821410061
162,1,1,0.9564591943477933,-1.2533798603307327,1.485575730910803,0.6474321627590008,0.11130456740791594,-2.918538783185193
163,0,0,-2.7720107152297704,-1.2118977335639383,3.3893935552667847,0.3481250207828652,-0.24974396021243703,-1.2829509269133483
164,2,0,1.7568236388741372,0.4274675465605424,2.130981827776263,-1.5387277138487794,-2.253501063928334,1.8282921962665921
165,0,0,-1.5946326311091739,-0.8596305283774722,0.05986468296660513,-1.5619113055499294,-0.41646624510565133,3.315819150737174
166,0,1,0.9096513681126298,-1.0415740528937971,0.22671124729988276,0.9037123646168089,-0.3039830348162046,-1.0042046340826434
167,1,0,2.6668061217197034,-1.0986555080393723,-1.1627537562953176,-1.0906137158425522,-1.1528440794803327,2.7652688760549244
168,0,0,0.964216313926317,-0.09532175167161883,2.4119680580278486,-3.711755308137315,-1.1504589221662267,0.13322239466417474
169,0,0,0.8056174666379943,-1.7680521778929361,-0.22030204729257208,-0.1405539008544654,-1.129052182982738,0.4832620281276522
170,1,1,0.1709460381133693,-2.5691760558284944,-0.968487785219239,2.5524574796887314,2.074046358205609,0.9466428778264215
171,0,0,-1.731934914928078,0.5315975054689349,3.197486307058409,-0.7244608704756164,-0.865147999378101,-0.448101365241278
172,0,0,-0.02914546029478382,-2.256648903622217,0.6959378694656272,-1.5922263895939994,1.6215126865858902,-0.7855661695223283
173,0,0,2.1958681850246267,-2.680549310403303,1.3780429273235866,0.8015065407948232,-0.8861833794238345,-0.8839871996182125
174,2,0,0.8028344125331014,-1.538766976643787,-0.7653575314476952,-2.981208565686247,0.42133279597368506,-0.5417820704477931
175,0,0,-1.5286007285936916,0.7575100226021675,0.6786634785586771,-1.1611362334263675,1.064398619760311,0.6541199491324996
176,0,1,2.0361650190976746,-1.6511623120036565,-1.0098268459072437,0.2301385991690703,-2.20441040565769,-2.0738535822371533
177,1,0,1.4591665457834944,1.5448736690267189,0.877769438588025,-1.1456424273236885,-1.516147797224514,2.0003749649434885
178,1,1,0.6053675734015079,-0.9529872533909427,-4.144269094203647,0.9667617839514326,2.167886861568023,1.9052203856023167
179,0,0,-0.38819260312843207,-0.7205677085014606,1.1526279148433,1.2841808946037707,1.3458781724462106,1.2370797341421396
180,2,0,-2.458074633486054,0.429037109757268,1.3119208266640947,-1.6443255283272178,-0.4984203684409108,2.90658648803454
181,2,0,-2.3801328023410853,0.5559823567767,0.1679892164716179,-0.5355002676288138,1.2608095697406527,-0.9606200552819275
182,1,0,-1.7613335602810036,-0.45001422615745656,2.4978354111288485,0.2541622440269826,1.4204734691253602,-1.6030393170906165
183,0,1,-0.35821323600087407,-1.1504794769942053,0.12356476593989174,2.843356065342108,-0.5551694210333948,-2.019935018504447
184,1,1,1.3864343192608886,-1.2091128440732568,-1.2207933247175844,0.220917444684136,-2.5589240370655224,-1.7671706891319812
185,0,0,-0.8852883915480493,-1.253197230751659,-1.529221387101765,-1.3057661996537437,2.0664726017206183,1.558596565575327
186,1,1,0.9510170464563408,1.321359338813854,0.2750754168423204,1.731665418247224,-0.3054498348930521,0.34807019547141893
187,0,0,-0.9031527917768599,-0.6198159214755362,0.5458627395118164,-0.256107822638845,1.374940830764438,-0.745065081228402
188,2,0,0.13967211400674162,0.9969156955070007,2.5760834269109774,-1.5754701206514734,0.4155064412527861,0.5452498211450623
189,0,1,-0.024368895621965536,0.965358817034762,-1.5620231944226481,-0.565269237334356,0.4891711117619312,-0.19023266066923172
190,2,0,-1.6065549253749032,-0.4834102421397399,1.5883891674928048,1.5351841512619269,-1.7592859356659922,2.029280864665355
191,0,0,-0.37147387521298686,2.6379811193847966,1.989991238796416,0.5987452305777148,-1.9511421834069522,1.6510152818592982
192,0,1,1.2603482045196064,-1.1314589956793835,0.013378906876723495,-0.5656134743651914,0.8572842873289204,-1.534668818544465
193,2,1,3.8612125569790066,2.3569981367189676,-1.8388371609982328,-2.087835322642226,-0.5474843748923053,-0.21477246906461966
194,0,0,-2.709250661683684,-1.3473723131111421,1.1739273406957869,0.9546257352088188,1.2600432963883572,-1.9564448633356728
195,1,0,1.590344834032662,-1.460503869529657,1.5636193523194946,0.09953248390213776,-0.8359536631483632,-0.8573251094992633
196,0,1,-1.8653561561164866,1.0953688697438622,-0.9429229122045147,-0.9505476997757638,-0.7179062757894132,-2.307851000572174
197,2,1,0.05045836264524539,2.6862650169720323,-4.533276434006631,-1.8761498936620995,2.2375348108449202,1.4231330474021051
198,0,0,-0.277189420701162,-2.3539053946057846,-0.48350993669453946,-0.5916920974946546,-2.570251149666528,-0.5156566581657336
199,0,1,3.0373279570660974,-0.6763422221434843,1.404713979764597,2.3665217804452197,1.5080240648180394,1.0582373285718734
200,0,1,0.024941407490502665,0.7559687189647094,0.46557995327867746,1.0729657117784086,0.02993935213289428,-1.3251071035185489
201,0,1,0.5004375127142223,-0.6986815632953501,-2.554229577123395,-1.851845877619081,0.369889991406091,0.23895831216657482
202,1,1,0.6332137513359056,2.809844452717579,-1.0144119304115744,1.5772432114167108,2.601042890280017,2.1258080841306777
203,1,1,1.4639681616713012,0.7225641407778514,0.5104305514218661,1.5191470047725475,-0.9609930493459873,0.7577032380732152
204,0,1,-0.033063738601667,0.7573051424576074,-2.1706657306290342,-0.973210683863479,-0.5086138196272929,-1.225392005371912
205,0,1,0.7037676671157302,1.6518817056669692,-1.9780272959688454,-0.1506382058100113,-0.4212466112967619,-0.17474730790726878
206,0,0,-2.5927028922816646,2.229943023615425,0.5275723070990617,0.4625853005016681,0.3388771929472914,1.3118431965957873
207,0,0,0.47201643573767316,0.09197431098263026,1.2066933999009408,-2.0283356803992927,0.5213340476942738,1.4204081225183873
208,2,0,-1.4485628264815427,0.2744383276290654,2.716296230068691,0.11077402745586262,-0.6069154687665699,2.912684827105501
209,1,1,-0.6717510250093994,2.7696151114375054,0.7074349179543051,-1.5508761258371495,0.0623382786188133,-0.7999564728790296
210,0,1,2.457851582888714,1.8679974751024302,1.3204462476087557,1.416795043296678,-0.06458979783867579,-2.09073800544994
211,1,0,1.6456046124807844,0.3502770648754667,1.4961388159022067,-1.0834976488428274,0.8533082888869774,2.070692083044517
212,0,0,-0.720428600035446,0.9785690071078621,-1.0186916214420116,1.107099723060735,-0.809929491390075,3.9245665667309764
213,0,0,-1.7409135438607048,0.5514560067480275,0.6360358994769656,-1.358766789904162,1.2048068388421864,-1.4705754318402509
214,2,1,0.6757707436795094,0.4228313701632499,0.440661467176092,-0.3206235269861305,-0.9267161969495196,-1.2800023272893637
215,0,0,0.49617602955351325,-1.0184604344813644,-1.6145935182297242,-1.417965587293242,-0.6118162978892017,0.08212235027122511
216,0,0,-0.7974305113072078,-1.3081251017526057,1.1478468677078935,0.6508241445978168,1.1482409603637866,-1.5810266792155785
217,0,0,1.3843741140060022,-1.6251450151898839,-0.22743308512086075,-2.4945538058217083,1.8846500485678739,-1.1961246312672225
218,0,0,-0.209800893506489,0.1169869250566824,1.5112880210783008,0.7213695232036179,-2.53578056950174,-1.5242368230469616
219,1,1,0.6760846427931911,-0.7057439556334517,0.4504685506161812,0.915143928711084,4.073216724631417,-0.45393683287592224
220,0,0,-3.1252678333491035,0.05435728145144214,-0.3919972309492721,-0.08510810107848216,-0.8609338023873371,0.07482042747243409
221,2,0,0.23129397792682016,0.4403877298316398,0.6163058422329923,0.034842330622177786,-1.9663749796523349,0.5411831563474321
222,0,0,-0.521337513511758,-0.802659496358958,-0.5135398652681765,0.07865277446419577,2.293589062708807,0.6579183847626048
223,0,0,-1.6245701134440615,-0.1488545052013689,-2.822928262355498,-0.7539230921270935,-2.8348910530444242,-0.5466027797023281
